Publication date,DOI,Title,Authors Raw Affiliation
6/1/2023,10.1101/2023.06.01.541136,Expression of ALS-PFN1 impairs vesicular degradation in iPSC-derived microglia,"Funes, Salome (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605; Translational Science Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Gadd, Del Hayden (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605); Mosqueda, Michelle (Department of Biochemistry and Molecular Biotechnology, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Biochemistry and Molecular Biotechnology Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Zhong, Jianjun (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605; Department of Neurosurgery, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China, 400016); Jung, Jonathan (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605; Neuroscience Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Shankaracharya (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605); Unger, Matthew (Biochemistry and Molecular Biotechnology Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Department of Microbiology and Physiological Systems, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Cameron, Debra (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605); Dawes, Pepper (Department of Molecular, Cell and Cancer Biology, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Program in Bioinformatics and Integrative Biology, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Keagle, Pamela J. (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605); McDonough, Justin A. (The Jackson Laboratory for Genomic Medicine, Farmington, CT, 06032); Boopathy, Sivakumar (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605; Biochemistry and Molecular Biotechnology Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Sena-Esteves, Miguel (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605; Horae Gene Therapy Center, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Lutz, Cathleen (The Jackson Laboratory Center for Precision Genetics, Rare Disease Translational Center, Bar Harbor, ME, 04609); Skarnes, William C. (The Jackson Laboratory for Genomic Medicine, Farmington, CT, 06032); Lim, Elaine T. (Neuroscience Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Department of Molecular, Cell and Cancer Biology, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Program in Bioinformatics and Integrative Biology, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Schafer, Dorothy P. (Neuroscience Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Department of Neurobiology, Brudnick Neuropsychiatric Research Institute, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Massi, Francesca (Department of Biochemistry and Molecular Biotechnology, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Biochemistry and Molecular Biotechnology Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Landers, John E. (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605; Neuroscience Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605); Bosco, Daryl A. (Department of Neurology, University of Massachusetts Chan Medical School, Worcester, Massach, us, etts, MA, 01605; Translational Science Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Department of Biochemistry and Molecular Biotechnology, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Biochemistry and Molecular Biotechnology Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605; Neuroscience Program, Morningside Graduate School of Biomedical Sciences, University of Massachusetts Chan Medical School, Worcester, MA, 01605)"
6/1/2023,10.1103/physrevapplied.19.064038,Limits to Quantum Gate Fidelity from Near-Field Thermal and Vacuum Fluctuations,"Sun, Wenbo (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana 47907, USA; Birck Nanotechnology Center, Purdue University, West Lafayette, Indiana 47907, USA); Bharadwaj, Sathwik (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana 47907, USA; Birck Nanotechnology Center, Purdue University, West Lafayette, Indiana 47907, USA); Yang, Li-Ping (Center for Quantum Sciences and School of Physics, Northeast Normal University, Changchun, China); Hsueh, Yu-Ling (Silicon Quantum Computing Pty Ltd., University of New South Wales, Sydney, NSW 2052, Australia; School of Physics, The University of New South Wales, Sydney, NSW 2052, Australia); Wang, Yifan (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana 47907, USA); Jiao, Dan (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana 47907, USA); Rahman, Rajib (Silicon Quantum Computing Pty Ltd., University of New South Wales, Sydney, NSW 2052, Australia; School of Physics, The University of New South Wales, Sydney, NSW 2052, Australia); Jacob, Zubin (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana 47907, USA; Birck Nanotechnology Center, Purdue University, West Lafayette, Indiana 47907, USA)"
6/1/2023,10.3847/1538-4357/accdd0,Using Dark Energy Explorers and Machine Learning to Enhance the Hobby Eberly Telescope Dark Energy Experiment,"House, Lindsay R. (Department of Astronomy, The University of Texas at Austin, 2515 Speedway Boulevard, Austin, TX 78712, USA, ;, lindsay.r.house@gmail.com; NSF Graduate Research Fellow.); Gebhardt, Karl (Department of Astronomy, The University of Texas at Austin, 2515 Speedway Boulevard, Austin, TX 78712, USA, ;, lindsay.r.house@gmail.com); Finkelstein, Keely (Department of Astronomy, The University of Texas at Austin, 2515 Speedway Boulevard, Austin, TX 78712, USA, ;, lindsay.r.house@gmail.com); Cooper, Erin Mentuch (Department of Astronomy, The University of Texas at Austin, 2515 Speedway Boulevard, Austin, TX 78712, USA, ;, lindsay.r.house@gmail.com; McDonald Observatory, The University of Texas at Austin, 2515 Speedway Boulevard, Austin, TX 78712, USA); Davis, Dustin (Department of Astronomy, The University of Texas at Austin, 2515 Speedway Boulevard, Austin, TX 78712, USA, ;, lindsay.r.house@gmail.com); Ciardullo, Robin (Department of Astronomy & Astrophysics, The Pennsylvania State University, University Park, PA 16802, USA; Institute for Gravitation and the Cosmos, The Pennsylvania State University, University Park, PA 16802, USA); Farrow, Daniel J (Centre of Excellence for Data Science, Artificial Intelligence and Modelling (DAIM), University of Hull, Cottingham Road, Kingston-upon-Hull HU6 7RX, UK); Finkelstein, Steven L. (Department of Astronomy, The University of Texas at Austin, 2515 Speedway Boulevard, Austin, TX 78712, USA, ;, lindsay.r.house@gmail.com); Gronwall, Caryl (Department of Astronomy & Astrophysics, The Pennsylvania State University, University Park, PA 16802, USA; Institute for Gravitation and the Cosmos, The Pennsylvania State University, University Park, PA 16802, USA); Jeong, Donghui (Department of Astronomy & Astrophysics, The Pennsylvania State University, University Park, PA 16802, USA; Institute for Gravitation and the Cosmos, The Pennsylvania State University, University Park, PA 16802, USA); Johnson, L. Clifton (Adler Planetarium, 1300 S. DuSable Lake Shore Drive, Chicago, IL 60605, USA; Center for Interdisciplinary Exploration and Research in Astrophysics (CIERA) and Department of Physics and Astronomy, Northwestern University, 1800 Sherman Avenue, Evanston, IL 60201, USA); Liu, Chenxu (Department of Astronomy, The University of Texas at Austin, 2515 Speedway Boulevard, Austin, TX 78712, USA, ;, lindsay.r.house@gmail.com; South-Western Institute for Astronomy Research, Yunnan University, Kunming, Yunnan, 650500, People's Republic of China); Thomas, Benjamin P. (Department of Astronomy, The University of Texas at Austin, 2515 Speedway Boulevard, Austin, TX 78712, USA, ;, lindsay.r.house@gmail.com); Zeimann, Gregory (Hobby Eberly Telescope, The University of Texas at Austin, Austin, TX, 78712, USA)"
6/1/2023,10.3847/1538-4357/acc586,Comparison of Polarized Radiative Transfer Codes Used by the EHT Collaboration,N/A
6/1/2023,10.1038/s41928-023-00978-0,Electrically tunable moir  magnetism in twisted double bilayers of chromium triiodide,"Cheng, Guanghui (Department of Physics and Astronomy, and Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA; Purdue Quantum Science and Engineering Institute, Purdue University, West Lafayette, IN, USA; Department of Physics, University of Science and Technology of China, Hefei, China; WPI-AIMR International Research Center for Materials Sciences, Tohoku University, Sendai, Japan); Rahman, Mohammad Mushfiqur (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA); Allcca, Andres Llacsahuanga (Department of Physics and Astronomy, and Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA; Purdue Quantum Science and Engineering Institute, Purdue University, West Lafayette, IN, USA; Quantum Science Center, Oak Ridge, TN, USA); Rustagi, Avinash (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; Intel Corp., Hillsboro, OR, USA); Liu, Xingtao (Department of Physics and Astronomy, and Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA; School of Industrial Engineering, Purdue University, West Lafayette, IN, USA); Liu, Lina (Department of Physics and Astronomy, and Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA; Purdue Quantum Science and Engineering Institute, Purdue University, West Lafayette, IN, USA); Fu, Lei (Department of Physics and Astronomy, and Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA; Purdue Quantum Science and Engineering Institute, Purdue University, West Lafayette, IN, USA); Zhu, Yanglin (Department of Physics, Pennsylvania State University, University Park, PA, USA); Mao, Zhiqiang (Department of Physics, Pennsylvania State University, University Park, PA, USA); Watanabe, Kenji (Research Center for Functional Materials, National Institute for Materials Science, Tsukuba, Japan); Taniguchi, Takashi (International Center for Materials Nanoarchitectonics, National Institute for Materials Science, Tsukuba, Japan); Upadhyaya, Pramey (Purdue Quantum Science and Engineering Institute, Purdue University, West Lafayette, IN, USA; Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; Quantum Science Center, Oak Ridge, TN, USA); Chen, Yong P. (Department of Physics and Astronomy, and Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA; Purdue Quantum Science and Engineering Institute, Purdue University, West Lafayette, IN, USA; WPI-AIMR International Research Center for Materials Sciences, Tohoku University, Sendai, Japan; Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; Quantum Science Center, Oak Ridge, TN, USA; Institute of Physics and Astronomy and Villum Centers for Dirac Materials and for Hybrid Quantum Materials, Aarhus University, Aarhus-C, Denmark)"
6/1/2023,10.1103/physrevb.107.214105,Energy storage properties of ferroelectric nanocomposites,"Jiang, Zhijun (MOE Key Laboratory for Nonequilibrium Synthesis and Modulation of Condensed Matter, School of Physics, Xi'an Jiaotong University, Xi'an 710049, China); Zhang, Zhenlong (MOE Key Laboratory for Nonequilibrium Synthesis and Modulation of Condensed Matter, School of Physics, Xi'an Jiaotong University, Xi'an 710049, China); Prokhorenko, Sergei (Physics Department and Institute for Nanoscience and Engineering, University of Arkansas, Fayetteville, Arkansas 72701, USA); Nahas, Yousra (Physics Department and Institute for Nanoscience and Engineering, University of Arkansas, Fayetteville, Arkansas 72701, USA); Prosandeev, Sergey (Physics Department and Institute for Nanoscience and Engineering, University of Arkansas, Fayetteville, Arkansas 72701, USA); Bellaiche, Laurent (Physics Department and Institute for Nanoscience and Engineering, University of Arkansas, Fayetteville, Arkansas 72701, USA)"
6/1/2023,10.1103/physrevb.107.l241107,Nonlinear phonon Hall effects in ferroelectrics: Existence and nonvolatile electrical control,"Luo, Wei (Physics Department and Institute for Nanoscience and Engineering, University of Arkansas, Fayetteville, Arkansas 72701, USA); Ji, Junyi (Key Laboratory of Computational Physical Sciences (Ministry of Education), State Key Laboratory of Surface Physics, and Department of Physics, Fudan University, Shanghai 200433, China); Chen, Peng (Physics Department and Institute for Nanoscience and Engineering, University of Arkansas, Fayetteville, Arkansas 72701, USA); Xu, Yang (Key Laboratory of Polar Materials and Devices (MOE), School of Physics and Electronic Science, East China Normal University, Shanghai 200241, China); Zhang, Lifa (Phonon Engineering Research Center of Jiangsu Province, Center for Quantum Transport and Thermal Energy Science, Institute of Physics Frontiers and Interdisciplinary Sciences, School of Physics and Technology, Nanjing Normal University, Nanjing 210023, China); Xiang, Hongjun (Key Laboratory of Computational Physical Sciences (Ministry of Education), State Key Laboratory of Surface Physics, and Department of Physics, Fudan University, Shanghai 200433, China; Collaborative Innovation Center of Advanced Microstructures, Nanjing 210093, China; Shanghai Qi Zhi Institute, Shanghai 200030, China); Bellaiche, Laurent (Physics Department and Institute for Nanoscience and Engineering, University of Arkansas, Fayetteville, Arkansas 72701, USA)"
6/2/2023,10.1038/s41698-023-00404-w,CT radiomic signature predicts survival and chemotherapy benefit in stage I and II HPV-associated oropharyngeal carcinoma,"Song, Bolin (Center for Computational Imaging and Personalized Diagnostics, Emory University, Atlanta, GA, USA); Yang, Kailin (Department of Radiation Oncology, Taussig Cancer Center, Cleveland Clinic, Cleveland, OH, USA); Viswanathan, Vidya Sankar (Center for Computational Imaging and Personalized Diagnostics, Emory University, Atlanta, GA, USA); Wang, Xiangxue (School of Automation, Nanjing University of Information Science and Technology, Nanjing, China); Lee, Jonathan (Imaging Institute, Cleveland Clinic, Cleveland, OH, USA); Stock, Sarah (Imaging Institute, Cleveland Clinic, Cleveland, OH, USA); Fu, Pingfu (Department of Population and Quantitative Health Sciences, Case Western Reserve University, Cleveland, OH, USA); Lu, Cheng (Center for Computational Imaging and Personalized Diagnostics, Emory University, Atlanta, GA, USA); Koyfman, Shlomo (Department of Radiation Oncology, Taussig Cancer Center, Cleveland Clinic, Cleveland, OH, USA); Lewis, James S. (Department of Pathology, Microbiology, and Immunology, Vanderbilt University Medical Center, Nashville, TN, USA); Madabhushi, Anant (Center for Computational Imaging and Personalized Diagnostics, Emory University, Atlanta, GA, USA; Louis Stokes Cleveland Veterans Administration Medical Center, Cleveland, OH, USA)"
6/3/2023,10.1016/j.jbi.2023.104415,Multimodal learning on graphs for disease relation extraction,"Lin, Yucong (Institute of Engineering Medicine, Beijing Institute of Technology, Beijing, China; Beijing Engineering Research Center of Mixed Reality and Advanced Display, School of Optics and Photonics, Beijing Institute of Technology, Beijing, China.); Lu, Keming (Viterbi School of Engineering, University of Southern California, Los Angeles, CA, 90007, USA.); Yu, Sheng (Center for Statistical Science, Tsinghua University, Beijing, China; Department of Industrial Engineering, Tsinghua University, Beijing, China.); Cai, Tianxi (Department of Biostatistics, Harvard T.H.Chan School of Public Health, Boston, MA, 02115, USA; Department of Biomedical Informatics, Harvard Medical School, Boston, MA, 02115, USA.); Zitnik, Marinka (Department of Biomedical Informatics, Harvard Medical School, Boston, MA, 02115, USA; Broad Institute of MIT and Harvard, Boston, MA, 02142, USA; Harvard Data Science Initiative, Cambridge, MA, 02138, USA. Electronic address: marinka@hms.harvard.com.)"
6/5/2023,10.1109/tit.2023.3282632,Resolution Limits of Non-Adaptive 20 Questions Search for a Moving Target,"Zhou, Lin (School of Cyber Science and Technology, Beihang University, Beijing, 100191, China); Hero, Alfred O. (Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, 48109, USA)"
6/6/2023,10.1038/s41467-023-38446-0,Half-Heusler alloys as emerging high power density thermoelectric cooling materials,"Zhu, Hangtian (Department of Materials Science and Engineering, Pennsylvania State University, 16802, University Park, PA, USA; Beijing National Laboratory for Condensed Matter Physics, Institute of Physics, Chinese Academy of Sciences, 100190, Beijing, China); Li, Wenjie (Department of Materials Science and Engineering, Pennsylvania State University, 16802, University Park, PA, USA); Nozariasbmarz, Amin (Department of Materials Science and Engineering, Pennsylvania State University, 16802, University Park, PA, USA); Liu, Na (Department of Materials Science and Engineering, Pennsylvania State University, 16802, University Park, PA, USA); Zhang, Yu (Department of Materials Science and Engineering, Pennsylvania State University, 16802, University Park, PA, USA); Priya, Shashank (Department of Materials Science and Engineering, Pennsylvania State University, 16802, University Park, PA, USA); Poudel, Bed (Department of Materials Science and Engineering, Pennsylvania State University, 16802, University Park, PA, USA)"
6/6/2023,10.1021/acsnano.3c00661,Growth Instability of 2D Materials on Non-Euclidean Surfaces,"Hu, Zhili (State Key Laboratory of Mechanics and Control for Aerospace Structures, Key Laboratory for Intelligent Nano Materials and Devices of Ministry of Education, and Institute for Frontier Science, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China); Xue, Minmin (State Key Laboratory of Mechanics and Control for Aerospace Structures, Key Laboratory for Intelligent Nano Materials and Devices of Ministry of Education, and Institute for Frontier Science, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China); Zhang, Zhuhua (State Key Laboratory of Mechanics and Control for Aerospace Structures, Key Laboratory for Intelligent Nano Materials and Devices of Ministry of Education, and Institute for Frontier Science, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China); Guo, Wanlin (State Key Laboratory of Mechanics and Control for Aerospace Structures, Key Laboratory for Intelligent Nano Materials and Devices of Ministry of Education, and Institute for Frontier Science, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China); Yakobson, Boris I. (Department of Materials Science and NanoEngineering, Rice University, Houston, Texas, 77005, United States)"
6/7/2023,10.1016/j.scitotenv.2023.164728,Naringin commonly acts via hormesis,"Calabrese, Edward J (Department of Environmental Health Sciences, Morrill I, N344, University of Massachusetts, Amherst, MA 01003, USA. Electronic address: edwardc@umass.edu.); Pressman, Peter (University of Maine, 5728 Fernald Hall, Room 201, Orono, ME 04469, USA. Electronic address: peter.pressman@maine.edu.); Hayes, A Wallace (Center for Environmental Occupational Risk Analysis and Management, College of Public Health, University of South Florida, Tampa, FL, USA.); Dhawan, Gaurav (Stantec (ChemRisk), Boston, MA, USA. Electronic address: gaurav.dhawan@stantec.com.); Kapoor, Rachna (Saint Francis Hospital and Medical Center, Hartford, CT, USA.); Agathokleous, Evgenios (Department of Ecology, School of Applied Meteorology, Nanjing University of Information Science & Technology, Nanjing 210044, China. Electronic address: evgenios@nuist.edu.cn.); Manes, Prabhjot (Alice Hyde Medical Center, Malone, NY 12953, USA.); Calabrese, Vittorio (Department of Biomedical and Biotechnological Sciences, School of Medicine University of Catania, Via Santa Sofia 97, Catania 95123, Italy. Electronic address: calabres@unict.it.)"
6/8/2023,10.1172/jci.insight.166011,Targeting myocardial equilibrative nucleoside transporter ENT1 provides cardioprotection by enhancing myeloid Adora2b signaling,"Ruan, Wei (Department of Anesthesiology, Critical Care and Pain Medicine, The University of Texas Health Science Center at Houston, McGovern Medical School, Houston, Texas, USA.; Department of Anesthesiology, Second Xiangya Hospital, Central South University, Changsha, China.); Li, Jiwen (Department of Anesthesiology, Critical Care and Pain Medicine, The University of Texas Health Science Center at Houston, McGovern Medical School, Houston, Texas, USA.; Department of Cardiac Surgery, Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University, Hangzhou, China.); Choi, Seungwon (Department of Anesthesiology, Critical Care and Pain Medicine, The University of Texas Health Science Center at Houston, McGovern Medical School, Houston, Texas, USA.); Ma, Xinxin (Department of Anesthesiology, Critical Care and Pain Medicine, The University of Texas Health Science Center at Houston, McGovern Medical School, Houston, Texas, USA.); Liang, Yafen (Department of Anesthesiology, Critical Care and Pain Medicine, The University of Texas Health Science Center at Houston, McGovern Medical School, Houston, Texas, USA.); Nair, Ragini (Department of Anesthesiology, Critical Care and Pain Medicine, The University of Texas Health Science Center at Houston, McGovern Medical School, Houston, Texas, USA.); Yuan, Xiaoyi (Department of Anesthesiology, Critical Care and Pain Medicine, The University of Texas Health Science Center at Houston, McGovern Medical School, Houston, Texas, USA.); Mills, Tingting W. (Department of Biochemistry and Molecular Biology, The University of Texas Health Science Center at Houston, Houston, Texas, USA.); Eltzschig, Holger K. (Department of Anesthesiology, Critical Care and Pain Medicine, The University of Texas Health Science Center at Houston, McGovern Medical School, Houston, Texas, USA.)"
6/8/2023,10.1038/s41566-023-01230-z,Sensitive near-infrared circularly polarized light detection via non-fullerene acceptor blends,"Wan, Li (Department of Physics, Chemistry and Biology (IFM), Link ping University, Link ping, Sweden; Max Planck Institute of Microstructure Physics, Halle, Germany); Zhang, Rui (Department of Physics, Chemistry and Biology (IFM), Link ping University, Link ping, Sweden); Cho, Eunkyung (Department of Chemistry and Biochemistry, The University of Arizona, Tucson, AZ, USA); Li, Hongxiang (State Key Laboratory of Polymer Physics and Chemistry, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun, China); Coropceanu, Veaceslav (Department of Chemistry and Biochemistry, The University of Arizona, Tucson, AZ, USA); Br das, Jean-Luc (Department of Chemistry and Biochemistry, The University of Arizona, Tucson, AZ, USA); Gao, Feng (Department of Physics, Chemistry and Biology (IFM), Link ping University, Link ping, Sweden)"
6/8/2023,10.3390/rs15122998,Assimilating All-Sky Infrared Radiance Observations to Improve Ensemble Analyses and Short-Term Predictions of Thunderstorms,"Zhang, Huanhuan (Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing 100029, China;, zhuanhuan6@gmail.com, (H.Z.);, rlk@mail.iap.ac.cn, (L.R.); Cooperative Institute for Severe and High-Impact Weather Research and Operations, University of Oklahoma, Norman, OK 73072, USA;, thomas.jones@noaa.gov; University of Chinese Academy of Sciences, Beijing 100029, China); Xu, Qin (NOAA/OAR/National Severe Storms Laboratory, Norman, OK 73072, USA); Jones, Thomas A. (Cooperative Institute for Severe and High-Impact Weather Research and Operations, University of Oklahoma, Norman, OK 73072, USA;, thomas.jones@noaa.gov; NOAA/OAR/National Severe Storms Laboratory, Norman, OK 73072, USA); Ran, Lingkun (Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing 100029, China;, zhuanhuan6@gmail.com, (H.Z.);, rlk@mail.iap.ac.cn, (L.R.))"
6/9/2023,10.1088/1361-6501/acd135,Roadmap on measurement technologies for next generation structural health monitoring systems,"Laflamme, Simon (Department of Civil, Construction and Environmental Engineering, Iowa State University, Ames, IA, United States of America); Ubertini, Filippo (Department of Civil and Environmental Engineering, University of Perugia, Perugia, Italy); Di Matteo, Alberto (Department of Engineering, University of Palermo, Palermo, Italy); Pirrotta, Antonina (Department of Engineering, University of Palermo, Palermo, Italy); Perry, Marcus (Civil & Environmental Engineering, University of Strathclyde, Glasgow, United Kingdom); Fu, Yuguang (School of Civil and Environmental Engineering, Nanyang Technological University, Singapore, Singapore); Li, Jian (Department of Civil, Environmental and Architectural Engineering, The University of Kansas, Lawrence, KS, United States of America); Wang, Hao (School of Civil Engineering, Southeast University, Nanjing, People s Republic of China); Hoang, Tu (Palo Alto Research Center, Palo Alto, CA, United States of America); Glisic, Branko (Princeton University, Princeton, NJ, United States of America); Bond, Leonard J (Department Aerospace Engineering and Center for NDE, Iowa State University, Ames, IA, United States of America); Pereira, Mauricio (Princeton University, Princeton, NJ, United States of America); Shu, Yening (Department of Structural Engineering, University of California San Diego, La Jolla, CA, United States of America; Ordered-Materials Research (ARMOR) Laboratory, UCSD, San Diego, CA, United States of America); Loh, Kenneth J (Department of Structural Engineering, University of California San Diego, La Jolla, CA, United States of America; Ordered-Materials Research (ARMOR) Laboratory, UCSD, San Diego, CA, United States of America); Wang, Yang (School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, United States of America); Ding, Siqi (School of Civil and Environmental Engineering, Harbin Institute of Technology, Shenzhen, People s Republic of China); Wang, Xinyue (School of Civil Engineering, Dalian University of Technology, Dalian, People s Republic of China); Yu, Xun (Department of Mechanical Engineering, New York Institute of Technology, New York, NY, United States of America); Han, Baoguo (School of Civil Engineering, Dalian University of Technology, Dalian, People s Republic of China); Goldfeld, Yiska (Faculty of Civil and Environmental Engineering, Technion-Israel Institute of Technology, Haifa, Israel); Ryu, Donghyeon (Department of Mechanical Engineering, New Mexico Tech, Socorro, NM, United States of America); Napolitano, Rebecca (The Pennsylvania State University, State College, PA, United States of America); Moreu, Fernando (University of New Mexico, Albuquerque, NM, United States of America); Giardina, Giorgia (Department of Geoscience and Engineering, Delft University of Technology, Delft, The Netherlands); Milillo, Pietro (Department of Civil and Environmental Engineering, University of Houston, Houston, TX, United States of America; Microwaves and Radar Institute, German Aerospace Center (DLR), Oberpfaffenhofen, Germany)"
6/9/2023,10.1038/s42005-023-01257-2,Kramers nodal lines and Weyl fermions in SmAlSi,"Zhang, Yichen (Department of Physics and Astronomy, Rice University, 77005, Houston, TX, USA); Gao, Yuxiang (Department of Physics and Astronomy, Rice University, 77005, Houston, TX, USA); Gao, Xue-Jian (Department of Physics, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong, China); Lei, Shiming (Department of Physics, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong, China); Ni, Zhuoliang (Department of Physics and Astronomy, University of Pennsylvania, 19104, Philadelphia, PA, USA); Oh, Ji Seop (Department of Physics and Astronomy, Rice University, 77005, Houston, TX, USA; Department of Physics, University of California, 94720, Berkeley, CA, USA); Huang, Jianwei (Department of Physics and Astronomy, Rice University, 77005, Houston, TX, USA); Yue, Ziqin (Department of Physics and Astronomy, Rice University, 77005, Houston, TX, USA; Applied Physics Graduate Program, Smalley-Curl Institute, Rice University, 77005, Houston, TX, USA); Zonno, Marta (Canadian Light Source, Inc., 44 Innovation Boulevard, S7N 2V3, Saskatoon, SK, Canada); Gorovikov, Sergey (Canadian Light Source, Inc., 44 Innovation Boulevard, S7N 2V3, Saskatoon, SK, Canada); Hashimoto, Makoto (Stanford Synchrotron Radiation Lightsource, SLAC National Accelerator Laboratory, 2575 Sand Hill Road, 94025, Menlo Park, CA, USA); Lu, Donghui (Stanford Synchrotron Radiation Lightsource, SLAC National Accelerator Laboratory, 2575 Sand Hill Road, 94025, Menlo Park, CA, USA); Denlinger, Jonathan D. (Advanced Light Source, Lawrence Berekeley National Laboratory, 94720, Berekeley, CA, USA); Birgeneau, Robert J. (Department of Physics, University of California, 94720, Berkeley, CA, USA; Materials Science Division, Lawrence Berekeley National Laboratory, 94720, Berekeley, CA, USA); Kono, Junichiro (Department of Physics and Astronomy, Rice University, 77005, Houston, TX, USA; Department of Electrical and Computer Engineering, Rice University, 77005, Houston, TX, USA; Department of Materials Science and Nanoengineering, Rice University, 77005, Houston, TX, USA); Wu, Liang (Department of Physics and Astronomy, University of Pennsylvania, 19104, Philadelphia, PA, USA); Law, Kam Tuen (Department of Physics, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong, China); Morosan, Emilia (Department of Physics and Astronomy, Rice University, 77005, Houston, TX, USA); Yi, Ming (Department of Physics and Astronomy, Rice University, 77005, Houston, TX, USA)"
