"wid","name","_riskflags","ASPIriskrating","_majordefenselabs","_defresearchareas","_subsidiaries","_ecoespmiscon","_supervisingagency","opensanctionsid","_uskta","type","flaggedby","reason","subreason","tid"
"1728","CHINA TELECOMMUNICATIONS CO., LTD. XUZHOU BLUE MOUNTAIN SPRINGS BUSINESS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338409655"
"1729","CHINA TELECOMMUNICATIONS CO., LTD. RIVER SUMMER BIG ROOM STATE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"428222852"
"1730","CHINA TELECOMMUNICATIONS CO., LTD. YICHANG A BARBARIAN MOUND ROAD BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"428231624"
"1731","CHINA TELECOMMUNICATIONS CO., LTD. HARBIN LOOSE NORTH CONTINUALLY BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338419027"
"1732","CHINA TELECOM CO., LTD. ANDA NIU SHI ROAD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338415937"
"1733","CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN CITY NORTH SUBSTATION",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"428214060"
"1734","CHINA TELECOMMUNICATIONS CO., LTD. HARBIN CHANGDE STREET BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338415947"
"1735","CHINA TELECOMMUNICATIONS CO., LTD. HARBIN HULAN REGION MOURNFUL RED AVENUE BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338415963"
"1736","CHINA TELECOMMUNICATIONS CO., LTD. SMALL EAST STREET BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"428214094"
"1737","CHINA TELECOMMUNICATIONS CO., LTD. LIAOYANG GRAND LONG ZE GARDEN BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338380798"
"1738","SHIJIAZHUANG JIAOJIAN EXPRESSWAY CONSTRUCTION MANAGEMENT CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338364145"
"1739","CHINA TELECOMMUNICATIONS CO., LTD. DANDONG PROSPECT BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338404630"
"1740","CHINA TELECOMMUNICATIONS CO., LTD. BEIAN ZHAO GUANG INSIDE BEG STREET BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338405309"
"1741","CHINA TELECOMMUNICATIONS CO., LTD. QIQIHAER LONGHUA ROAD BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338405307"
"1742","CHINA TELECOMMUNICATIONS CO., LTD. BAIQUAN CHAOYANG AVENUE BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338405297"
"1743","CHINA TELECOMMUNICATIONS CO., LTD. HARBIN LAST RIVER STREET BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338408443"
"1744","CHINA TELECOM CO., LTD. HARBIN HULAN DISTRICT SHIDA SOUTH ROAD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338408416"
"1745","CHINA TELECOMMUNICATIONS CO., LTD. HUBEI PROVINCE STATE TEMPLE MOUNTAIN RANGE BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"428197208"
"1746","CHINA TELECOMMUNICATIONS CO., LTD. THIS CREEK SOUTH AFRICA FRAGRANT EXHIBITION WING BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338408605"
"1747","CHINA TELECOMMUNICATIONS CO., LTD. URUMQI LEVIGATION DITCH REGION SOUTH LAKE CENTER BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"428197284"
"1748","CHINA TELECOMMUNICATIONS CO., LTD. ZHANG JIAKOU BRANCH HUAILAI LONG TANLU BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"428197309"
"1749","CHINA TELECOMMUNICATIONS CO., LTD. HARBIN BLACK BIG 2ND BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338408513"
"1750","CHINA TELECOMMUNICATIONS CO., LTD. HEIHE MAIL ROAD BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338408472"
"1751","CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN BLACK MARKET SUBSTATION",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"428197374"
"1752","CHINA TELECOM CO., LTD. ANDA BENNIU ROAD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"338408533"
"1753","CHINA TELECOMMUNICATIONS CO., LTD. COTTON SUN TRAVEL IMMORTAL MARKETING CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"428184278"
"1754","CHINA TELECOMMUNICATIONS CO., LTD. CHANGZHOU BRANCH LIAONING RIVER ROAD CHANGZHOU WORK COLLEGE BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"339366033"
"1755","CHINA TELECOM CO., LTD. RUGAO GUOYUAN YINGBIN ROAD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"339351891"
"1756","CHINA TELECOMMUNICATIONS CO., LTD. RUGAO CHANGJIANG RIVER SPRING RIVER FLOWER PARK BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"339347147"
"1757","CHINA TELECOM CO., LTD. RUGAO HAIBEI NEW VILLAGE BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"339348103"
"1758","CHINA TELECOM CO., LTD. RUGAO CHEMAHU COMMUNITY SERVICE CENTER BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"339347618"
"1759","CHINA TELECOMMUNICATIONS CO., LTD. RUGAO WOODS CATALPA KAEMPFERI GAOYANG ROAD BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"339347721"
"1760","CHINA TELECOMMUNICATIONS CO., LTD. JIANGSU BUSINESS SERVICE MANAGEMENT CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"339338152"
"1761","CHONGQING BRANCH OF CHINA YANGTZE RIVER THREE GORGES GROUP CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329538596"
"1762","CHONGQING CHANGJIANG XIAONANHAI HYDROPOWER STATION DEVELOPMENT CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329531275"
"1763","CHONGQING RAIL LINE 9 CONSTRUCTION AND OPERATION CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329532346"
"1764","CHINA TELECOMMUNICATIONS CO., LTD. NORTH PLACE NAME CITY SOUTH AFRICA BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329557823"
"1765","CHINA TELECOMMUNICATIONS CO., LTD. 10000 HOLD CENTER BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329554565"
"1766","HUAWEI TECHNOLOGIES CO., LTD. DONGGUAN BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330137304"
"1767","CHINA TELECOMMUNICATIONS CO., LTD. DONGGUAN MATSUYAMA LAKE CUSTOMER SERVICE CENTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"330125941"
"1768","CHINA TELECOMMUNICATIONS CO., LTD. ZHANG JIAJIE BRANCH DRAGON ROAD BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331952495"
"1769","CHINA TELECOMMUNICATIONS CO., LTD. ZHANG JIAJIE YONGDING REGION NEW BRIDGE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331952508"
"1770","CHINA TELECOMMUNICATIONS CO., LTD. ZHANG JIAJIE YONGDING REGION SUN LAKE A PLAIN SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331952509"
"1771","CHINA TELECOMMUNICATIONS CO., LTD. ZHANG JIAJIE YONGDING REGION BRANCH MAPLE FRAGRANT RIDGE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331952612"
"1772","CHINA TELECOMMUNICATIONS CO., LTD. ZHANG JIAJIE WU LINGYUAN REGION BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331953434"
"1773","CHINA TELECOMMUNICATIONS CO., LTD. ZHANG JIAJIE WU LINGYUAN REGION BRANCH INSIDE LAKE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331951199"
"1774","CHINA TELECOMMUNICATIONS CO., LTD. CILI BRIGHT LONG QIAO SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331950374"
"1775","CHINA TELECOMMUNICATIONS CO., LTD. CILI PROPER RINSE BRIDGE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331950375"
"1776","CHINA TELECOMMUNICATIONS CO., LTD. CILI 3 OFFICIAL BUDDHIST TEMPLE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331950669"
"1777","CHINA TELECOMMUNICATIONS CO., LTD. CILI TAKAHASHI SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331950670"
"1778","CHINA TELECOMMUNICATIONS CO., LTD. CILI NEW CITY SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331950671"
"1779","CHINA TELECOM CO., LTD. XIANGYIN BRANCH YUANJIAPU BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331973306"
"1780","CHINA TELECOM CO., LTD. XIANGYIN BRANCH YANGLINZHAI BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331973305"
"1781","JIETOUPU BRANCH OF XIANGYIN BRANCH OF CHINA TELECOM CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331973304"
"1782","CHINA TELECOMMUNICATIONS CO., LTD. HANSHOU BLUE HARBOR SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959699"
"1783","CHINA TELECOMMUNICATIONS CO., LTD. HANSHOU HAIR HOME BEACH SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959697"
"1784","CHINA TELECOMMUNICATIONS CO., LTD. CHINESE LONG LIFE GRACEFULNESS HOME SPREAD SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959696"
"1785","CHINA TELECOMMUNICATIONS CO., LTD. HANSHOU WEEK WEN MIAO SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959695"
"1786","CHINA TELECOMMUNICATIONS CO., LTD. HANSHOU ROCK LAKE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959693"
"1787","CHINA TELECOMMUNICATIONS CO., LTD. HANSHOU DONGYUEMIAO SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959692"
"1788","CHINA TELECOMMUNICATIONS CO., LTD. HANSHOU ARMY MOUNTAIN SPREAD SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959691"
"1789","CHINA TELECOMMUNICATIONS CO., LTD. HANSHOU 100 GOOD FORTUNE BRIDGE BUSINESS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959689"
"1790","CHINA TELECOMMUNICATIONS CO., LTD. HANSHOU LONG TAN BRIDGE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959688"
"1791","CHINA TELECOMMUNICATIONS CO., LTD. HANSHOU TRUNK TREE MOUNTAIN SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331959687"
"1792","CHINA TELECOMMUNICATIONS CO., LTD. ANXIANG SOPHORA JAPONICA GARDEN SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331961124"
"1793","CHINA TELECOMMUNICATIONS CO., LTD. PACIFY DISTRICT OFFICIAL  SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331961123"
"1794","CHINA TELECOMMUNICATIONS CO., LTD. ANXIANG CHEN JIA CHEW SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331961122"
"1795","CHINA TELECOMMUNICATIONS CO., LTD. ANXIANG REASON BECOME POPULAR  SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331961121"
"1796","CHINA TELECOMMUNICATIONS CO., LTD. ANXIANG NORTH BAYOU SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331961120"
"1797","CHINA TELECOMMUNICATIONS CO., LTD. ANXIANG DONG JIA  SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331961118"
"1798","CHINA TELECOMMUNICATIONS CO., LTD. TAOYUAN BRANCH A BARBARIAN VISIT CREEK BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331956115"
"1799","CHINA TELECOM CO., LTD. LIXIAN HUOLIANPO BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331958427"
"1800","CHINA TELECOMMUNICATIONS CO., LTD. CHANGDE GERMANY MOUNTAIN BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331966358"
"1801","CHINA TELECOMMUNICATIONS CO., LTD. CHINESE LONG LIFE WEST LAKE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331966454"
"1802","CHINA TELECOMMUNICATIONS CO., LTD. ANREN ANPING BUSINESS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331920030"
"1803","CHINA TELECOMMUNICATIONS CO., LTD. ANREN GUAN WANG BUSINESS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331920029"
"1804","CHINA TELECOMMUNICATIONS CO., LTD. ANREN CONSCIOUSNESS OFFICIAL BUSINESS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331920028"
"1805","CHINA TELECOMMUNICATIONS CO., LTD. ANREN CEREAL MARKET BUSINESS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331920035"
"1806","CHINA TELECOMMUNICATIONS CO., LTD. ANREN CENTER BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331920032"
"1807","CHINA TELECOMMUNICATIONS CO., LTD. ANREN DECORATED ARCHWAY BUSINESS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331920031"
"1808","CHINA TELECOMMUNICATIONS CO., LTD. TAOJIANG MARTIAL POND SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331938896"
"1809","CHINA TELECOMMUNICATIONS CO., LTD. TAOJIANG STONE OX RIVER SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331938895"
"1810","CHINA TELECOMMUNICATIONS CO., LTD. TAOJIANG CORMORANT CROSS SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331938894"
"1811","CHINA TELECOMMUNICATIONS CO., LTD. NAN COUNTY DATONGLAKE SUBOFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"331945214"
"1812","YANGTZE RIVER DELTA (SHANGHAI) INDUSTRIAL INNOVATION EQUITY INVESTMENT FUND PARTNERSHIP (LIMITED PARTNERSHIP)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"442897698"
"1813","CHINA ELECTRONICS XINZE (BEIJING) INVESTMENT MANAGEMENT CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"444015838"
"1814","JIANGSU SESAME ENERGY TECHNOLOGY CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"455306933"
"1815","NANJING CHINA CONSTRUCTION GUBEI URBAN DEVELOPMENT CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"454944567"
"1816","BEIJING YUNCONG TECHNOLOGY CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"443698927"
"1817","SOUTHERN FUND STABLE PLUS VALUE MIXED PENSION PRODUCTS - CHINA MERCHANTS BANK LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542202626"
"1818","CHONGQING TAIJI INFORMATION SYSTEM TECHNOLOGY CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542202627"
"1819","JIANGXI TAIJI INFORMATION SYSTEM TECHNOLOGY CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542202628"
"1820","TAIJI INFORMATION TECHNOLOGY (BEIJING) CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542202629"
"1821","CHINA TELECOM (MACAU) CO.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"153754293"
"1822","CNOOC PETROLEUM NORTH AMERICA ULC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"257278868"
"1823","CHINA CONSTRUCTION BANK CORPORATION - PENGHUA CSI DEFENCE INDEX FUND (LOF)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542567884"
"1824","YICHUN DIGITAL ECONOMY INDUSTRY OPERATION CO., LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542568214"
"1825","LIANCHUANG WEILAI (WUHAN) INTELLIGENT MANUFACTURING INDUSTRY INVESTMENT PARTNERSHIP (LIMITED PARTNERSHIP)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542568215"
"1826","HEBEI SIGN TECHNOLOGY CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542568216"
"1827","CHINA UNICOM SPIRIT REALM VIDEO (JIANGXI) TECHNOLOGY COMPANY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542568217"
"1828","CHINA UNICOM WESTERN INNOVATION INSTITUTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542568219"
"1829","CHINA UNICOM ZHIYU (SHANGHAI) INNOVATION INCUBATOR MANAGEMENT CO., LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542568221"
"1830","LIAN KUAN (WUHAN) INVESTMENT CENTER (LIMITED PARTNERSHIP)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542568222"
"1831","LINGANG DATA INTELLIGENCE TECHNOLOGY (SHANGHAI) CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"542568223"
"1832","JIANGXI CHANGHUA CHEMICAL CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"37429017"
"1833","SHANGHAI MICROWAVE TECHNOLOGY INSTITUTE (NO.50 RESEARCH INSTITUTE OF CHINA ELECTRONICS TECHNOLOGY GROUP CORPORATION)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"251769749"
"1834","CHONGQING OPTOELECTRONICS TECHNOLOGY INSTITUTE (CHINA ELECTRONICS TECHNOLOGY GROUP CORPORATION FORTY-FOURTH INSTITUTE)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"284432559"
"1835","BEIJING ZHONGKE SUANYUAN ASSET MANAGEMENT CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"189580046"
"1836","FUJIAN GUOLI MINSHENG TECHNOLOGY DEVELOPMENT CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"198899123"
"1837","52ND RESEARCH INSTITUTE OF CHINA ELECTRONICS TECHNOLOGY GROUP CORPORATION",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"543853498"
"1838","FUTUREWEI TECHNOLOGIES IN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"544161897"
"1839","VANGUARD NATIONAL TRAILER SALES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"544171659"
"1840","CHINA MOBILE GROUP BEIJING CO., LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"543851577"
"1841","CHINA MOBILE GROUP HEBEI CO., LTD.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"543851578"
"1842","CHINA MOBILE GROUP LIAONING CO., LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"543851579"
"1843","ASPIRE INFORMATION NETWORK (SHENZHEN) LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"543851591"
"1844","MIGU COMPANY LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"543851594"
"1845","QINGDAO JUYUAN JINTAI CAPITAL FUND, LLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"544687019"
"1846","COSTAR (HANGZHOU) SMART OPTOELECTRONICS CO., LTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"544687356"
"1847","FORTUNE EPHESIANS SHIPPING LIMITED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"507105638"
"1848","FAITH INVESTOR SERVICES LLC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"545160616"
