"gid","funderid","fundername","awardid"
"2428","https://openalex.org/F4320309036","Purdue University","DMR100005"
"2429","https://openalex.org/F4320321001","National Natural Science Foundation of China","11890703"
"2430","https://openalex.org/F4320321001","National Natural Science Foundation of China","11975125"
"2431","https://openalex.org/F4320321001","National Natural Science Foundation of China","12274125"
"2432","https://openalex.org/F4320321001","National Natural Science Foundation of China","12311530693"
"2433","https://openalex.org/F4320321001","National Natural Science Foundation of China","12274436"
"2434","https://openalex.org/F4320306202","Gordon and Betty Moore Foundation","GBMF11070"
"2435","https://openalex.org/F4320335777","National Key Research and Development Program of China","2023YFA1607400"
"2436","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022YFA1403800"
"2437","https://openalex.org/F4320334977","Beijing Municipal Natural Science Foundation","1232035"
"2438","https://openalex.org/F4320321001","National Natural Science Foundation of China","12004369"
"2439","https://openalex.org/F4320321878","Natural Science Foundation of Fujian Province","2022J05019"
"2440","https://openalex.org/F4320321001","National Natural Science Foundation of China","11974327"
"2441","https://openalex.org/F4320321001","National Natural Science Foundation of China","12304189"
"2442","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-24-1-0263"
"2443","https://openalex.org/F4320320883","Agence Nationale de la Recherche","ANR-23-CE09-0007"
"2444","https://openalex.org/F4320338281","Army Research Office","W911NF-21–1–0113"
"2445","https://openalex.org/F4320306076","National Science Foundation","PHY-1607611"
"2446","https://openalex.org/F4320306076","National Science Foundation","PHY-2309135"
"2447","https://openalex.org/F4320306084","U.S. Department of Energy","DE-FG02-03ER46076"
"2448","https://openalex.org/F4320321133","Chinese Academy of Sciences","GJTD-2020-01"
"2449","https://openalex.org/F4320335777","National Key Research and Development Program of China","2021YFA1400401"
"2450","https://openalex.org/F4320306076","National Science Foundation","DMR-2016909"
"2451","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022YFA1403400"
"2452","https://openalex.org/F4320321001","National Natural Science Foundation of China","U24A2013"
"2453","https://openalex.org/F4320337111","Basic and Applied Basic Research Foundation of Guangdong Province","2023B151520013"
"2454","https://openalex.org/F4320335777","National Key Research and Development Program of China","2023YFF0718400"
"2455","https://openalex.org/F4320306076","National Science Foundation","DMR-1901843"
"2456","https://openalex.org/F4320338281","Army Research Office","W911NF-24–1–0145"
"2457","https://openalex.org/F4320306076","National Science Foundation","NSF PHY-1950830"
"2458","https://openalex.org/F4320338438","HORIZON EUROPE Marie Sklodowska-Curie Actions","734303"
"2459","https://openalex.org/F4320321837","Ministerio de Economía y Competitividad","PID2021-122609NB-C21"
"2460","https://openalex.org/F4320309292","Princeton University","404513"
"2461","https://openalex.org/F4320306076","National Science Foundation","DMR 2011750"
"2462","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","226-2024-00200"
"2463","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-21-1-0446"
"2464","https://openalex.org/F4320338281","Army Research Office","W911NF-21-1-0194"
"2465","https://openalex.org/F4320306076","National Science Foundation","BIGDATA-1838251"
"2466","https://openalex.org/F4320306076","National Science Foundation","CBET-2110603"
"2467","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0021134"
"2468","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-23-1-0302"
"2469","https://openalex.org/F4320306151","Alfred P. Sloan Foundation","G-2021-17054"
"2470","https://openalex.org/F4320306076","National Science Foundation","2150296"
"2471","https://openalex.org/F4320306076","National Science Foundation","CBET-2138583"
"2472","https://openalex.org/F4320338258","Engineer Research and Development Center","W911NF-23-2-0046"
"2473","https://openalex.org/F4320327387","Danmarks Frie Forskningsfond","1051-00015B"
"2474","https://openalex.org/F4320334632","Science and Technology Facilities Council","ST/S000879/1"
"2475","https://openalex.org/F4320334632","Science and Technology Facilities Council","ST/W000466/1"
"2476","https://openalex.org/F4320334632","Science and Technology Facilities Council","ST/X006050/1"
"2477","https://openalex.org/F4320321001","National Natural Science Foundation of China","12274082"
"2478","https://openalex.org/F4320338281","Army Research Office","W911NF- 352-21-2-0162"
"2479","https://openalex.org/F4320321001","National Natural Science Foundation of China","12174060"
"2480","https://openalex.org/F4320321001","National Natural Science Foundation of China","811825403"
"2481","https://openalex.org/F4320321851","Fudan University","21TQ1400100 (23TQ017)"
"2482","https://openalex.org/F4320321885","Science and Technology Commission of Shanghai Municipality","23ZR1406600"
"2483","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0020305"
"2484","https://openalex.org/F4320306202","Gordon and Betty Moore Foundation","GBMF1250"
"2485","https://openalex.org/F4320306076","National Science Foundation","DMR-1753306"
"2486","https://openalex.org/F4320306202","Gordon and Betty Moore Foundation","GBMF8682"
"2487","https://openalex.org/F4320338281","Army Research Office","W911NF-17-1-0323"
"2488","https://openalex.org/F4320337345","Office of Naval Research","N142112635"
"2489","https://openalex.org/F4320306078","U.S. Department of Defense","FA9550-23-1-0500"
"2490","https://openalex.org/F4320324890","Ministry of Defense","4441279927"
"2491","https://openalex.org/F4320331067","Guangdong Provincial Key Laboratory Of Computational Science And Material Design","2019ZT08X324"
"2492","https://openalex.org/F4320338279","Air Force Office of Scientific Research","S004112"
"2493","https://openalex.org/F4320331067","Guangdong Provincial Key Laboratory Of Computational Science And Material Design","2019B121203002"
"2494","https://openalex.org/F4320321001","National Natural Science Foundation of China","12074171"
"2495","https://openalex.org/F4320321001","National Natural Science Foundation of China","12204227"
"2496","https://openalex.org/F4320331067","Guangdong Provincial Key Laboratory Of Computational Science And Material Design","2022B1515020096"
"2497","https://openalex.org/F4320338281","Army Research Office","W911NF-23-1-0312"
"2498","https://openalex.org/F4320321001","National Natural Science Foundation of China","12074168"
"2499","https://openalex.org/F4320321001","National Natural Science Foundation of China","92265109"
"2500","https://openalex.org/F4320306076","National Science Foundation","2320937"
"2501","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-20-1-0322"
"2502","https://openalex.org/F4320335777","National Key Research and Development Program of China","2021YFA1400700"
"2503","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","2024BRA001"
"2504","https://openalex.org/F4320321001","National Natural Science Foundation of China","11874432"
"2505","https://openalex.org/F4320335777","National Key Research and Development Program of China","2019YFA0308200"
"2506","https://openalex.org/F4320321001","National Natural Science Foundation of China","12375025"
"2507","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","2021M693682"
"2508","https://openalex.org/F4320321001","National Natural Science Foundation of China","12274102"
"2509","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","HIT.OCEF.2023031"
"2510","https://openalex.org/F4320321001","National Natural Science Foundation of China","52372004"
"2511","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","FRFCU5710053421"
"2512","https://openalex.org/F4320306076","National Science Foundation","OIA-2044049"
"2513","https://openalex.org/F4320321001","National Natural Science Foundation of China","11575045"
"2514","https://openalex.org/F4320321001","National Natural Science Foundation of China","12304390"
"2515","https://openalex.org/F4320321001","National Natural Science Foundation of China","92265202"
"2516","https://openalex.org/F4320324847","Zhejiang Sci-Tech University","23062089-Y"
"2517","https://openalex.org/F4320321001","National Natural Science Foundation of China","12371135"
"2518","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022YFA1405200"
"2519","https://openalex.org/F4320321001","National Natural Science Foundation of China","11934010"
"2520","https://openalex.org/F4320321001","National Natural Science Foundation of China","62131002"
"2521","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-24-1-0097"
"2522","https://openalex.org/F4320321001","National Natural Science Foundation of China","12227806"
"2523","https://openalex.org/F4320321001","National Natural Science Foundation of China","12274069"
"2524","https://openalex.org/F4320321001","National Natural Science Foundation of China","12404102"
"2525","https://openalex.org/F4320337345","Office of Naval Research","N00014-22-1-2753"
"2526","https://openalex.org/F4320321001","National Natural Science Foundation of China","12325401"
"2527","https://openalex.org/F4320338281","Army Research Office","W911NF1520026-CLIN0006"
"2528","https://openalex.org/F4320321001","National Natural Science Foundation of China","12232016"
"2529","https://openalex.org/F4320321001","National Natural Science Foundation of China","12172347"
"2530","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","WK2480000006"
"2531","https://openalex.org/F4320338281","Army Research Office","W911NF-12-R-0012"
"2532","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-23-1-0153"
"2533","https://openalex.org/F4320317220","National Energy Research Scientific Computing Center","BES-ERCAP0023181"
"2534","https://openalex.org/F4320306084","U.S. Department of Energy","DE-FG02-97ER25308"
"2535","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-21-1-0299"
"2536","https://openalex.org/F4320338281","Army Research Office","W911NF-21-2-0147"
"2537","https://openalex.org/F4320338220","Centre of Excellence in Future Low-Energy Electronics Technologies, Australian Research Council","CE170100039"
"2538","https://openalex.org/F4320335254","Horizon 2020","696656"
"2539","https://openalex.org/F4320337345","Office of Naval Research","N00014-21-1–2086"
"2540","https://openalex.org/F4320321592","Research Grants Council, University Grants Committee","C6025-19G"
"2541","https://openalex.org/F4320306196","Welch Foundation","C-2114"
"2542","https://openalex.org/F4320321592","Research Grants Council, University Grants Committee","RFS2021-6S03"
"2543","https://openalex.org/F4320321592","Research Grants Council, University Grants Committee","16310219"
"2544","https://openalex.org/F4320321592","Research Grants Council, University Grants Committee","16307622"
"2545","https://openalex.org/F4320321592","Research Grants Council, University Grants Committee","16310520"
"2546","https://openalex.org/F4320321592","Research Grants Council, University Grants Committee","AoE/P-701/20"
"2547","https://openalex.org/F4320321001","National Natural Science Foundation of China","92265207"
"2548","https://openalex.org/F4320321001","National Natural Science Foundation of China","11934018"
"2549","https://openalex.org/F4320322919","Natural Science Foundation of Beijing Municipality","Z200009"
"2550","https://openalex.org/F4320321001","National Natural Science Foundation of China","T2121001"
"2551","https://openalex.org/F4320321133","Chinese Academy of Sciences","YJKYYQ20200041"
"2552","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","FO362/4-2"
"2553","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","437494632"
"2554","https://openalex.org/F4320321001","National Natural Science Foundation of China","12074302"
"2555","https://openalex.org/F4320321001","National Natural Science Foundation of China","11935012"
"2556","https://openalex.org/F4320338281","Army Research Office","W911NF1910065"
"2557","https://openalex.org/F4320321001","National Natural Science Foundation of China","61773370"
"2558","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","3122023QD23"
"2559","https://openalex.org/F4320321001","National Natural Science Foundation of China","U2330401"
"2560","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP24H00816"
"2561","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","JP24H00820"
"2562","https://openalex.org/F4320321001","National Natural Science Foundation of China","92365107"
"2563","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","2023M731613"
"2564","https://openalex.org/F4320321001","National Natural Science Foundation of China","11890704"
"2565","https://openalex.org/F4320335777","National Key Research and Development Program of China","2019YFA0308704"
"2566","https://openalex.org/F4320321001","National Natural Science Foundation of China","12305020"
"2567","https://openalex.org/F4320335777","National Key Research and Development Program of China","2019YFA0308700"
"2568","https://openalex.org/F4320338281","Army Research Office","FA520923C0023"
"2569","https://openalex.org/F4320334704","Australian Research Council","DP210101292"
"2570","https://openalex.org/F4320321001","National Natural Science Foundation of China","12334016"
"2571","https://openalex.org/F4320321001","National Natural Science Foundation of China","12025402"
"2572","https://openalex.org/F4320334704","Australian Research Council","DE210100679"
"2573","https://openalex.org/F4320321001","National Natural Science Foundation of China","12261131500"
"2574","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022YFA1204100"
"2575","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","C03"
"2576","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","23K13036"
"2577","https://openalex.org/F4320320912","Ministry of Education, Culture, Sports, Science and Technology","JPMXS0120330644"
"2578","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","2023ZYGXZR020"
"2579","https://openalex.org/F4320320924","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","205602"
"2580","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-21-1-0460"
"2581","https://openalex.org/F4320306076","National Science Foundation","OAC-2209262"
"2582","https://openalex.org/F4320334771","Science and Engineering Research Board","CRG/2021/007394"
"2583","https://openalex.org/F4320321001","National Natural Science Foundation of China","12350710786"
"2584","https://openalex.org/F4320321001","National Natural Science Foundation of China","12375037"
"2585","https://openalex.org/F4320321001","National Natural Science Foundation of China","61973317"
"2586","https://openalex.org/F4320321001","National Natural Science Foundation of China","12274470"
"2587","https://openalex.org/F4320322843","Natural Science Foundation of Hunan Province","2022JJ10070"
"2588","https://openalex.org/F4320321001","National Natural Science Foundation of China","12375018"
"2589","https://openalex.org/F4320338281","Army Research Office","W911NF-24-2-0100"
"2590","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-24-1-0266"
"2591","https://openalex.org/F4320321001","National Natural Science Foundation of China","12004296"
"2592","https://openalex.org/F4320306076","National Science Foundation","DMR170109"
"2593","https://openalex.org/F4320306076","National Science Foundation","EIA-0216467"
"2594","https://openalex.org/F4320306076","National Science Foundation","CNS-1338099"
"2595","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0018197"
"2596","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","TRR 288 — 422213477"
"2597","https://openalex.org/F4320306196","Welch Foundation","C-1411"
"2598","https://openalex.org/F4320338281","Army Research Office","W911NF-16-2-0189"
"2599","https://openalex.org/F4320320883","Agence Nationale de la Recherche","ANR-19-CE30-0007"
"2600","https://openalex.org/F4320320883","Agence Nationale de la Recherche","ANR-19-CE08-0016"
"2601","https://openalex.org/F4320322511","Narodowe Centrum Nauki","UMO-2023/51/B/ST3/02167"
"2602","https://openalex.org/F4320321001","National Natural Science Foundation of China","11674053"
"2603","https://openalex.org/F4320320883","Agence Nationale de la Recherche","ANR-20-CE09-0014-02"
"2604","https://openalex.org/F4320337345","Office of Naval Research","N00014-22-1-2582"
"2605","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-21-1-0209"
"2606","https://openalex.org/F4320321001","National Natural Science Foundation of China","12475023"
"2607","https://openalex.org/F4320306076","National Science Foundation","DMR-1420709"
"2608","https://openalex.org/F4320338281","Army Research Office","W911NF1910016"
"2609","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0024124"
"2610","https://openalex.org/F4320306084","U.S. Department of Energy","2311733"
"2611","https://openalex.org/F4320306076","National Science Foundation","2146156"
"2612","https://openalex.org/F4320337345","Office of Naval Research","N00014-23-1-2777"
"2613","https://openalex.org/F4320338337","H2020 Marie Skłodowska-Curie Actions","101059826"
"2614","https://openalex.org/F4320334678","European Research Council","101041435"
"2615","https://openalex.org/F4320321181","Austrian Science Fund","10.55776/COE1"
"2616","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/T005556/1"
"2617","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/P020194/1"
"2618","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/P022561/1"
"2619","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/J003840/1"
"2620","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/R029431/1"
"2621","https://openalex.org/F4320334627","Engineering and Physical Sciences Research Council","EP/J014958/1"
"2622","https://openalex.org/F4320321001","National Natural Science Foundation of China","62003302,62373323,62088101"
"2623","https://openalex.org/F4320321001","National Natural Science Foundation of China","62373179"
"2624","https://openalex.org/F4320321001","National Natural Science Foundation of China","62225603"
"2625","https://openalex.org/F4320337345","Office of Naval Research","NOOOI4-21-1-2812"
"2626","https://openalex.org/F4320320741","DSO National Laboratories - Singapore","DSOC021072"
"2627","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022ZD0161000"
"2628","https://openalex.org/F4320306076","National Science Foundation","2135625"
"2629","https://openalex.org/F4320335777","National Key Research and Development Program of China","2021YFB2910109"
"2630","https://openalex.org/F4320321001","National Natural Science Foundation of China","62202465"
"2631","https://openalex.org/F4320338281","Army Research Office","W911NF2110276"
"2632","https://openalex.org/F4320306076","National Science Foundation","IIS-2115110"
"2633","https://openalex.org/F4320337345","Office of Naval Research","N00014-23-1-2136"
"2634","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","N66001-19-2-4035"
"2635","https://openalex.org/F4320321001","National Natural Science Foundation of China","62201022,U22B2008,62222101"
"2636","https://openalex.org/F4320306087","Semiconductor Research Corporation","3160.008"
"2637","https://openalex.org/F4320321001","National Natural Science Foundation of China","62201340"
"2638","https://openalex.org/F4320337345","Office of Naval Research","W911NF1910036"
"2639","https://openalex.org/F4320306076","National Science Foundation","21-03024"
"2640","https://openalex.org/F4320337111","Basic and Applied Basic Research Foundation of Guangdong Province","2023A1515012982"
"2641","https://openalex.org/F4320321001","National Natural Science Foundation of China","U20A20159"
"2642","https://openalex.org/F4320321001","National Natural Science Foundation of China","61972432"
"2643","https://openalex.org/F4320321001","National Natural Science Foundation of China","62102460"
"2644","https://openalex.org/F4320337111","Basic and Applied Basic Research Foundation of Guangdong Province","2021B151520008"
"2645","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022YFE0111900"
"2646","https://openalex.org/F4320306076","National Science Foundation","CNS-2128448"
"2647","https://openalex.org/F4320322919","Natural Science Foundation of Beijing Municipality","4222005"
"2648","https://openalex.org/F4320306076","National Science Foundation","ECCS-2335876"
"2649","https://openalex.org/F4320322919","Natural Science Foundation of Beijing Municipality","L212027"
"2650","https://openalex.org/F4320335489","Institute for Information and Communications Technology Promotion","CNS-2128368"
"2651","https://openalex.org/F4320322120","National Research Foundation of Korea","2021R1A2C2007638"
"2652","https://openalex.org/F4320334009","Guangdong Provincial Pearl River Talents Program","2021QN02S643"
"2653","https://openalex.org/F4320335489","Institute for Information and Communications Technology Promotion","ECCS-2302469"
"2654","https://openalex.org/F4320321001","National Natural Science Foundation of China","62341127"
"2655","https://openalex.org/F4320320751","Ministry of Education - Singapore","22-SIS-SMU-048"
"2656","https://openalex.org/F4320335489","Institute for Information and Communications Technology Promotion","CMMI-2222810"
"2657","https://openalex.org/F4320335777","National Key Research and Development Program of China","2021YFB2900301"
"2658","https://openalex.org/F4320335489","Institute for Information and Communications Technology Promotion","CNS-2107216"
"2659","https://openalex.org/F4320337345","Office of Naval Research","N00014-16-1-2357 and N00014-20-1-2465"
"2660","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR00112220038"
"2661","https://openalex.org/F4320337345","Office of Naval Research","N00014-21-1-2183"
"2662","https://openalex.org/F4320306076","National Science Foundation","ECCS-2036740"
"2663","https://openalex.org/F4320306076","National Science Foundation","CNS 20–38817"
"2664","https://openalex.org/F4320306076","National Science Foundation","CNS-2107216,CNS-2128368,CMMI-2222810,ECCS-2302469"
"2665","https://openalex.org/F4320334704","Australian Research Council","DP210101411"
"2666","https://openalex.org/F4320306076","National Science Foundation","ECCS-2229472"
"2667","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-23-1-0261"
"2668","https://openalex.org/F4320306076","National Science Foundation","CCF-2218845"
"2669","https://openalex.org/F4320337345","Office of Naval Research","N00014-23-1-2221"
"2670","https://openalex.org/F4320306076","National Science Foundation","ECCS-2329013"
"2671","https://openalex.org/F4320328359","Ministry of Science and ICT, South Korea","IITP-2020-0-01821,IITP-2023-RS-2023-00258639"
"2672","https://openalex.org/F4320321001","National Natural Science Foundation of China","62102099,U22A2054"
"2673","https://openalex.org/F4320334789","Japan Science and Technology Agency","JPMJAP2326"
"2674","https://openalex.org/F4320306076","National Science Foundation","CNS-2148382,IIS-2306789,CNS-2107216,CNS-2128368,CMMI-2222810,ECCS-2302469"
"2675","https://openalex.org/F4320337345","Office of Naval Research","N000142212084"
"2676","https://openalex.org/F4320306076","National Science Foundation","CPS 1837382,CNS 1815690"
"2677","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-22-1-0265"
"2678","https://openalex.org/F4320306076","National Science Foundation","CNS-21-54404,CNS-20-46361"
"2679","https://openalex.org/F4320338281","Army Research Office","W911NF-22-1-0233"
"2680","https://openalex.org/F4320321001","National Natural Science Foundation of China","72192804"
"2681","https://openalex.org/F4320321001","National Natural Science Foundation of China","12071465"
"2682","https://openalex.org/F4320321001","National Natural Science Foundation of China","72201008"
"2683","https://openalex.org/F4320321001","National Natural Science Foundation of China","12288201"
"2684","https://openalex.org/F4320321001","National Natural Science Foundation of China","72192800"
"2685","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","N660012024075"
"2686","https://openalex.org/F4320320671","National Research Foundation","22510750100"
"2687","https://openalex.org/F4320309612","Natural Science Foundation of Shanghai","62272170"
"2688","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","GZC20230223"
"2689","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","GZC20230224"
"2690","https://openalex.org/F4320321001","National Natural Science Foundation of China","62401037"
"2691","https://openalex.org/F4320335777","National Key Research and Development Program of China","2023YFB2703702"
"2692","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","2024M750166"
"2693","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR001121C0165"
"2694","https://openalex.org/F4320338281","Army Research Office","W911NF-16-C-0125"
"2695","https://openalex.org/F4320338281","Army Research Office","W911NF-21-1-0093"
"2696","https://openalex.org/F4320306076","National Science Foundation","CCF-2112457"
"2697","https://openalex.org/F4320335777","National Key Research and Development Program of China","2020AAA0107800"
"2698","https://openalex.org/F4320320709","National Research Foundation Singapore","NRF-NRFI06-2020-0001"
"2699","https://openalex.org/F4320321001","National Natural Science Foundation of China","62073160"
"2700","https://openalex.org/F4320309893","City University of Hong Kong","9610639"
"2701","https://openalex.org/F4320321001","National Natural Science Foundation of China","62102175"
"2702","https://openalex.org/F4320321001","National Natural Science Foundation of China","62002151"
"2703","https://openalex.org/F4320306076","National Science Foundation","ECCS-2230412"
"2704","https://openalex.org/F4320320709","National Research Foundation Singapore","AISG2-GC-2023-008"
"2705","https://openalex.org/F4320320709","National Research Foundation Singapore","NCRP25-P04-TAICeN"
"2706","https://openalex.org/F4320321001","National Natural Science Foundation of China","62272215"
"2707","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022YFF0604503"
"2708","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR00112120009"
"2709","https://openalex.org/F4320321001","National Natural Science Foundation of China","62302207"
"2710","https://openalex.org/F4320321001","National Natural Science Foundation of China","62432004"
"2711","https://openalex.org/F4320332169","Directorate for Computer and Information Science and Engineering","OAC-2115167"
"2712","https://openalex.org/F4320321001","National Natural Science Foundation of China","62272224"
"2713","https://openalex.org/F4320338281","Army Research Office","W911NF1910269"
"2714","https://openalex.org/F4320321001","National Natural Science Foundation of China","62201022"
"2715","https://openalex.org/F4320335777","National Key Research and Development Program of China","2020YFB1804800"
"2716","https://openalex.org/F4320321001","National Natural Science Foundation of China","U22B2008"
"2717","https://openalex.org/F4320334977","Beijing Municipal Natural Science Foundation","4232007"
"2718","https://openalex.org/F4320337345","Office of Naval Research","N00014-19-1-2404"
"2719","https://openalex.org/F4320321133","Chinese Academy of Sciences","XDPB15"
"2720","https://openalex.org/F4320321001","National Natural Science Foundation of China","12101592"
"2721","https://openalex.org/F4320321133","Chinese Academy of Sciences","XDA27010102"
"2722","https://openalex.org/F4320337345","Office of Naval Research","N00014-23-1-2371"
"2723","https://openalex.org/F4320338281","Army Research Office","W911 NF-23-2-0014"
"2724","https://openalex.org/F4320337345","Office of Naval Research","N00014-19-1-2621"
"2725","https://openalex.org/F4320321001","National Natural Science Foundation of China","62201255"
"2726","https://openalex.org/F4320306076","National Science Foundation","2335876"
"2727","https://openalex.org/F4320306076","National Science Foundation","2014279"
"2728","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-19-1-0030"
"2729","https://openalex.org/F4320306076","National Science Foundation","2218713"
"2730","https://openalex.org/F4320337345","Office of Naval Research","N00014-19-1-2120"
"2731","https://openalex.org/F4320306076","National Science Foundation","2218773"
"2732","https://openalex.org/F4320306076","National Science Foundation","1907661"
"2733","https://openalex.org/F4320337363","National Institute of Biomedical Imaging and Bioengineering","R01AG062196"
"2734","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-13-1-0494"
"2735","https://openalex.org/F4320322186","Natural Science Foundation of Hubei Province","2021CFB384"
"2736","https://openalex.org/F4320308590","University of California","MRPI MRP-17--454755"
"2737","https://openalex.org/F4320321001","National Natural Science Foundation of China","62277023"
"2738","https://openalex.org/F4320321001","National Natural Science Foundation of China","62007013"
"2739","https://openalex.org/F4320337363","National Institute of Biomedical Imaging and Bioengineering","R01NS100440"
"2740","https://openalex.org/F4320337363","National Institute of Biomedical Imaging and Bioengineering","R01DC176960"
"2741","https://openalex.org/F4320334678","European Research Council","758985"
"2742","https://openalex.org/F4320337363","National Institute of Biomedical Imaging and Bioengineering","R01DC017091"
"2743","https://openalex.org/F4320337363","National Institute of Biomedical Imaging and Bioengineering","T32EB001631"
"2744","https://openalex.org/F4320337363","National Institute of Biomedical Imaging and Bioengineering","R01DC013979"
"2745","https://openalex.org/F4320337345","Office of Naval Research","AI N00014-18-1-2871"
"2746","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","L2M FA8650-18-2-7832"
"2747","https://openalex.org/F4320306078","U.S. Department of Defense","No. W81XWH-21-1-0063"
"2748","https://openalex.org/F4320338281","Army Research Office","W911NF-20-1-0132"
"2749","https://openalex.org/F4320337345","Office of Naval Research","N00014-18-1-2221"
"2750","https://openalex.org/F4320321001","National Natural Science Foundation of China","61972265"
"2751","https://openalex.org/F4320321921","Natural Science Foundation of Guangdong Province","2020B1515310008"
"2752","https://openalex.org/F4320321001","National Natural Science Foundation of China","U21A20455"
"2753","https://openalex.org/F4320306164","Simons Foundation","353185"
"2754","https://openalex.org/F4320321001","National Natural Science Foundation of China","11871348"
"2755","https://openalex.org/F4320338281","Army Research Office","W911NF2110218"
"2756","https://openalex.org/F4320321001","National Natural Science Foundation of China","61872429"
"2757","https://openalex.org/F4320306084","U.S. Department of Energy","DE-SC0019453"
"2758","https://openalex.org/F4320338464","Natural Science Foundation of Zhejiang Province","LQ23F010021"
"2759","https://openalex.org/F4320338281","Army Research Office","W911NF2210010"
"2760","https://openalex.org/F4320338281","Army Research Office","W911NF1810295"
"2761","https://openalex.org/F4320321001","National Natural Science Foundation of China","62301487"
"2762","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","ECCS-2203214"
"2763","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","IIS 1835539"
"2764","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","2035038"
"2765","https://openalex.org/F4320306078","U.S. Department of Defense","N00014-19-1-2728"
"2766","https://openalex.org/F4320337345","Office of Naval Research","N00014-16-1-2468"
"2767","https://openalex.org/F4320321001","National Natural Science Foundation of China","62106028"
"2768","https://openalex.org/F4320337345","Office of Naval Research","N00014-23-1-2643"
"2769","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","IIS-2237037"
"2770","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","226-2022-00028"
"2771","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","IIS-2331669"
"2772","https://openalex.org/F4320320847","Science Foundation Ireland","14/RP/I2921"
"2773","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","DMR-1231319"
"2774","https://openalex.org/F4320306078","U.S. Department of Defense","W911NF-20-2-0267"
"2775","https://openalex.org/F4320338281","Army Research Office","W911NF-17-1-0581"
"2776","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","2682022CX022"
"2777","https://openalex.org/F4320330032","Ng Teng Fong Charitable Foundation","188170-11102"
"2778","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","CNS-1824518"
